,imdb_title_id,title,year,genre,duration,country,language,actors,avg_vote,votes,description,director
34,tt0004181,Judith of Bethulia,1914,Drama,61,USA,English,"Blanche Sweet, Henry B. Walthall, Mae Marsh, Robert Harron, Kate Bruce, Lillian Gish, J. Jiquel Lanoe, Gertrude Bambrick, Dorothy Gish, Harry Carey",6.1,1239,"A religious woman seeks to save her people from destruction by seducing and murdering the enemy leader, but her plans get complicated once she falls for him.",D.W. Griffith
35,tt0004457,The Patchwork Girl of Oz,1914,"Adventure, Family, Fantasy",81,USA,English,"Violet MacMillan, Frank Moore, Raymond Russell, Leontine Dranet, Bobbie Gould, Marie Wayne, Richard Rosson, Frank Bristol, Fred Woodward, Todd Wright, Bert Glennon, Hal Roach, Dave Anderson, Jessie May Walsh, William Cook",5.5,382,"Ojo and Unc Nunkie are out of food, so they decide to journey to the Emerald City where they will never starve. Along the way, they meet Mewel, a waif and stray (mule) who leads them to Dr....",J. Farrell MacDonald
36,tt0004465,The Perils of Pauline,1914,"Action, Adventure, Drama",199,USA,English,"Pearl White, Crane Wilbur, Paul Panzer, Edward José, Francis Carlyle, Clifford Bruce, Donald MacKenzie, Jack Standing, Eleanor Woodruff, Leroy Baker, Louise Du Pre, Oscar Nye, Sam J. Ryan, Louis J. Gasnier, Joe Cuny",6.3,939,"Young Pauline is left a lot of money when her wealthy uncle dies. However, her uncle's secretary has been named as her guardian until she marries, at which time she will officially take ...","Louis J. Gasnier, Donald MacKenzie"
37,tt0004635,The Squaw Man,1914,"Action, Drama, Romance",74,USA,English,"Dustin Farnum, Monroe Salisbury, Winifred Kingston, Mrs. A.W. Filson, Haidee Fuller, Red Wing, Foster Knox, Fred Montague, 'Baby' Carmen De Rue, Fernando Gálvez, Eugene De Rue, H.R. Macy, H.L. Swisher, Michael J. Kilpatrick, Sydney Deane",5.7,879,A chivalrous British officer takes the blame for his cousin's embezzlement and journeys to the American West to start a new life on a cattle ranch.,"Oscar Apfel, Cecil B. DeMille"
38,tt0004681,La madonnina del porto,1914,Drama,80,USA,English,"Mary Pickford, Harold Lockwood, Olive Carey, David Hartford, Louise Dunlap, William Walters, Richard Garrick, Eugene Walter, Jack Henry, H.R. Macy, H.L. Griffith",6.1,178,"A wealthy resident attempts to dispossess squatters who live near his home, which leads to a false accusation of murder.",Edwin S. Porter
39,tt0004707,Tillie's Punctured Romance,1914,Comedy,82,USA,"None, English","Marie Dressler, Charles Chaplin, Mabel Normand, Mack Swain, Charles Bennett, Chester Conklin",6.3,3250,A con man from the city dupes a wealthy country girl into marriage.,"Mack Sennett, Charles Bennett"
40,tt0004712,A tolonc,1915,Drama,67,Hungary,Hungarian,"Lili Berky, Victor Varconi, Mari Jászai, Andor Szakács, Gyula Nagy, Marcsa Simon, István Szentgyörgyi, Alajos Mészáros, Kató Berky, Elemér Hetényi, Zoltán Gálosi, Endre Kertész, Fülöp Erdõs, Adorján Nagy, Mihály Fekete",6.3,165,"Betty (Lili Berky, Duel For Nothing), a young woman living in the country, is told by her dying father that he is really her uncle and raised her as his own when her mother was sent to ...",Michael Curtiz
41,tt0004743,Uncle Tom's Cabin,1914,Drama,54,USA,,"Sam Lucas, Walter Hitchcock, Hattie Delaro, Master Abernathy, Teresa Michelena, Irving Cummings, Paul Scardon, Marie Eline, Garfield Thompson, Roy Applegate, Boots Wall",5.3,112,A black and white silent film based on Harriet Beecher Stowe's novel documenting the life and times of Uncle Tom.,William Robert Daly
42,tt0004766,The Virginian,1914,Western,55,USA,English,"Dustin Farnum, Jack W. Johnston, Sydney Deane, William Elmer, Winifred Kingston, James Griswold, Horace B. Carpenter, Tex Driscoll",5.6,174,"A good-natured but chivalrous cowboy romances the local schoolmarm and leads the posse that brings a gang of rustlers, which includes his best friend, to justice.",Cecil B. DeMille
43,tt0004825,The Wishing Ring: An Idyll of Old England,1914,"Comedy, Drama",54,USA,English,"Vivian Martin, Alec B. Francis, Chester Barnett, Gyp Williams, Simeon Wiltsie, Walter Morton, Johnny Hines",6.4,242,"After being expelled from college, Giles runs away from home and meets a young lady who he falls for.",Maurice Tourneur
